Date,HDFC,HUL,ICICI,INFY,LT,MARUTI,RELIANCE,TCS,NIFTY50
2025-03-06,834.3224487304688,2178.73095703125,1208.7235107421875,1666.5301513671875,3229.77783203125,11541.482421875,1204.7882080078125,3481.289794921875,22544.69921875
2025-03-07,833.3604736328125,2164.592041015625,1205.250244140625,1637.5380859375,3214.718505859375,11539.2568359375,1244.828369140625,3490.56884765625,22552.5
2025-03-10,832.4971313476562,2207.009033203125,1205.5478515625,1652.5439453125,3148.337646484375,11461.9921875,1233.4736328125,3469.73876953125,22460.30078125
2025-03-11,831.510498046875,2176.76708984375,1235.864013671875,1613.83935546875,3165.923583984375,11522.240234375,1242.3382568359375,3455.8681640625,22497.900390625
2025-03-12,844.1644897460938,2153.153076171875,1234.425048828125,1545.123046875,3164.14013671875,11515.462890625,1252.0494384765625,3389.076171875,22470.5
2025-03-13,841.9197387695312,2135.38134765625,1240.4783935546875,1534.439208984375,3157.848876953125,11390.515625,1242.9359130859375,3393.76416015625,22397.19921875
2025-03-17,843.7944946289062,2131.8955078125,1259.2833251953125,1544.34619140625,3144.126708984375,11429.9892578125,1233.9217529296875,3380.860107421875,22508.75
2025-03-18,843.7944946289062,2131.8955078125,1259.2833251953125,1544.34619140625,3144.126708984375,11429.9892578125,1233.9217529296875,3380.860107421875,22834.30078125
2025-03-19,860.4197387695312,2160.173583984375,1303.0455322265625,1540.94677734375,3288.876953125,11491.1767578125,1242.1888427734375,3380.280517578125,22907.599609375
2025-03-20,872.580322265625,2201.755859375,1311.5797119140625,1569.11328125,3320.0859375,11604.5986328125,1264.101318359375,3444.123779296875,23190.650390625
